waveform	[0]
t0	12/31/1903  18:00:00.000000
delta t	1.000000

time	Y[0]
12/31/1903  18:07:44.000000	2.398430E+0
12/31/1903  18:07:45.000000	2.429567E+0
12/31/1903  18:07:46.000000	2.420810E+0
12/31/1903  18:07:47.000000	2.459731E+0
12/31/1903  18:07:48.000000	2.538872E+0
12/31/1903  18:07:49.000000	2.563522E+0
12/31/1903  18:07:50.000000	2.576496E+0
12/31/1903  18:07:51.000000	2.563522E+0
12/31/1903  18:07:52.000000	2.571631E+0
12/31/1903  18:07:53.000000	2.561900E+0
12/31/1903  18:07:54.000000	2.559306E+0
12/31/1903  18:07:55.000000	2.556386E+0
12/31/1903  18:07:56.000000	2.532709E+0
12/31/1903  18:07:57.000000	2.565144E+0
12/31/1903  18:07:58.000000	2.587199E+0
12/31/1903  18:07:59.000000	2.671854E+0
12/31/1903  18:08:00.000000	2.655637E+0
12/31/1903  18:08:01.000000	2.604714E+0
12/31/1903  18:08:02.000000	2.528817E+0
12/31/1903  18:08:03.000000	2.449352E+0
12/31/1903  18:08:04.000000	2.410430E+0
12/31/1903  18:08:05.000000	2.459407E+0
12/31/1903  18:08:06.000000	2.514546E+0
12/31/1903  18:08:07.000000	2.517140E+0
12/31/1903  18:08:08.000000	2.496707E+0
12/31/1903  18:08:09.000000	2.474327E+0
12/31/1903  18:08:10.000000	2.466218E+0
12/31/1903  18:08:11.000000	2.400376E+0
12/31/1903  18:08:12.000000	2.445460E+0
12/31/1903  18:08:13.000000	2.421783E+0
12/31/1903  18:08:14.000000	2.394862E+0
12/31/1903  18:08:15.000000	2.438973E+0
12/31/1903  18:08:16.000000	2.378644E+0
12/31/1903  18:08:17.000000	2.360157E+0
12/31/1903  18:08:18.000000	2.389024E+0
12/31/1903  18:08:19.000000	2.354318E+0
12/31/1903  18:08:20.000000	2.277773E+0
12/31/1903  18:08:21.000000	2.268367E+0
12/31/1903  18:08:22.000000	2.426648E+0
12/31/1903  18:08:23.000000	2.406214E+0
12/31/1903  18:08:24.000000	2.514221E+0
12/31/1903  18:08:25.000000	2.495409E+0
12/31/1903  18:08:26.000000	2.581361E+0
12/31/1903  18:08:27.000000	2.570982E+0
12/31/1903  18:08:28.000000	2.554440E+0
12/31/1903  18:08:29.000000	2.533682E+0
12/31/1903  18:08:30.000000	2.565468E+0
12/31/1903  18:08:31.000000	2.633905E+0
12/31/1903  18:08:32.000000	2.641690E+0
12/31/1903  18:08:33.000000	2.642338E+0
